user_genome	classification	fastani_reference	fastani_reference_radius	fastani_taxonomy	fastani_ani	fastani_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	msa_percent	translation_table	red_value	warnings
LB081.bin.18	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__GWC2-71-9;g__JACDDX01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__GWC2-71-9;g__JACDDX01;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_013813675.1, s__JACDDX01 sp013813675, 95.0, 80.11, 0.45; GCA_013820855.1, s__JACDDX01 sp013820855, 95.0, 80.07, 0.5; GCA_013813145.1, s__JACDDX01 sp013813145, 95.0, 78.54, 0.39; GCA_013813875.1, s__JACDDX01 sp013813875, 95.0, 78.3, 0.32; GCA_013812695.1, s__JACDDX01 sp013812695, 95.0, 77.94, 0.31; GCA_013816685.1, s__JACDDX01 sp013816685, 95.0, 77.68, 0.28; GCA_013813435.1, s__JACDDX01 sp013813435, 95.0, 76.89, 0.19	60.6	11	0.9541889135883631	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
LB081.bin.19	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Nocardioidaceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Nocardioidaceae;g__;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	27.14	11	0.8329751555483347	N/A
LB081.bin.2	Unclassified	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	No bacterial or archaeal marker
LB081.bin.20	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__GWC2-71-9;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__GWC2-71-9;g__;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	28.79	11	0.9118646129115205	N/A
LB081.bin.21	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (3.3%)
LB081.bin.22	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__;f__;g__;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	37.95	11	0.47167728028229533	backbone tree has incongruent class classification
LB081.bin.23	d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__Pyrinomonadales;f__Pyrinomonadaceae;g__PSRF01;s__	N/A	N/A	N/A	N/A	N/A	GCA_003175865.1	95.0	d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__Pyrinomonadales;f__Pyrinomonadaceae;g__PSRF01;s__PSRF01 sp003175865	74.53	0.02	d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__Pyrinomonadales;f__Pyrinomonadaceae;g__PSRF01;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_013697915.1, s__PSRF01 sp013697915, 95.0, 76.16, 0.06; GCA_013812905.1, s__PSRF01 sp013812905, 95.0, 75.92, 0.03; GCA_002427845.1, s__PSRF01 sp002427845, 95.0, 75.73, 0.05; GCA_014380365.1, s__PSRF01 sp014380365, 95.0, 75.62, 0.05; GCA_003488005.1, s__PSRF01 sp003488005, 95.0, 75.55, 0.05; GCA_013811945.1, s__PSRF01 sp013811945, 95.0, 75.11, 0.01; GCA_013817595.1, s__PSRF01 sp013817595, 95.0, 74.79, 0.02	11.78	11	0.9563295870160501	N/A
LB081.bin.24	Unclassified	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	No bacterial or archaeal marker
LB081.bin.25	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (3.3%)
LB081.bin.26	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Micromonosporaceae;g__Actinoplanes;s__	N/A	N/A	N/A	N/A	N/A	GCF_014646155.1	95.0	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Micromonosporaceae;g__Actinoplanes;s__Actinoplanes endophyticus	79.29	0.46	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Micromonosporaceae;g__Actinoplanes;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCF_016862275.1, s__Actinoplanes nipponensis, 95.0, 79.88, 0.6; GCF_016464385.1, s__Actinoplanes sp016464385, 95.0, 79.77, 0.56; GCF_018332655.1, s__Actinoplanes auranticolor, 95.0, 79.72, 0.56; GCF_003002065.1, s__Actinoplanes ferrugineus_A, 95.0, 79.58, 0.54; GCF_004217545.1, s__Actinoplanes cinnamomeus, 95.0, 79.57, 0.49; GCF_014205335.1, s__Actinoplanes digitatis, 95.0, 79.57, 0.59; GCF_014648355.1, s__Actinoplanes azureus, 95.0, 79.46, 0.51; GCF_000721705.1, s__Actinoplanes subtropicus, 95.0, 79.33, 0.58; GCF_016862375.1, s__Actinoplanes rishiriensis, 95.0, 79.33, 0.57; GCF_000494755.1, s__Actinoplanes friuliensis, 95.0, 79.31, 0.54; GCF_003751945.1, s__Actinoplanes caeruleus, 95.0, 79.29, 0.49; GCF_000379645.1, s__Actinoplanes globisporus, 95.0, 79.29, 0.56; GCF_003711105.1, s__Actinoplanes teichomyceticus, 95.0, 79.27, 0.53; GCF_012933445.1, s__Actinoplanes sp012933445, 95.0, 79.2, 0.52; GCF_016862115.1, s__Actinoplanes deccanensis, 95.0, 79.16, 0.55; GCF_014205225.1, s__Actinoplanes octamycinicus, 95.0, 79.16, 0.53; GCF_016862395.1, s__Actinoplanes siamensis, 95.0, 79.15, 0.51; GCF_018332695.1, s__Actinoplanes toevensis, 95.0, 79.11, 0.53; GCF_000389965.1, s__Actinoplanes sp000389965, 95.0, 79.1, 0.53; GCF_015704865.1, s__Actinoplanes sp015704865, 95.0, 79.09, 0.55; GCF_018324205.1, s__Actinoplanes ianthinogenes, 95.0, 79.06, 0.53; GCF_016834655.1, s__Actinoplanes sp016834655, 95.0, 79.03, 0.53; GCF_900215205.1, s__Actinoplanes atraurantiacus, 95.0, 79.01, 0.53; GCF_016862175.1, s__Actinoplanes durhamensis, 95.0, 78.99, 0.54; GCF_016862435.1, s__Actinoplanes tereljensis, 95.0, 78.99, 0.54; GCF_001553785.1, s__Actinoplanes sp001553785, 95.0, 78.95, 0.44; GCF_016785085.1, s__Actinoplanes sp016785085, 95.0, 78.93, 0.54; GCF_014204895.1, s__Actinoplanes abujensis, 95.0, 78.89, 0.5; GCF_016862195.1, s__Actinoplanes ferrugineus, 95.0, 78.84, 0.48; GCF_900119315.1, s__Actinoplanes sp900119315, 95.0, 78.83, 0.51; GCF_018829635.1, s__Actinoplanes bogorensis, 95.0, 78.82, 0.53; GCF_900188005.1, s__Actinoplanes regularis, 95.0, 78.81, 0.5; GCF_004362215.1, s__Actinoplanes brasiliensis, 95.0, 78.8, 0.52; GCF_000284295.1, s__Actinoplanes missouriensis, 95.0, 78.8, 0.51; GCF_016862315.1, s__Actinoplanes palleronii, 95.0, 78.78, 0.53; GCA_000715855.1, s__Actinoplanes liguriensis, 95.0, 78.71, 0.51; GCF_014205215.1, s__Actinoplanes lobatus, 95.0428, 78.7, 0.5; GCF_003259845.1, s__Actinoplanes lutulentus, 95.0, 78.67, 0.47; GCF_017592555.1, s__Actinoplanes sp017592555, 95.0, 78.66, 0.49; GCF_003999975.1, s__Actinoplanes sp003999975, 95.0, 78.6, 0.51; GCF_016862455.1, s__Actinoplanes utahensis, 95.0, 78.56, 0.49; GCF_900113015.1, s__Actinoplanes philippinensis, 95.0, 78.51, 0.5; GCF_018332715.1, s__Actinoplanes consettensis, 95.0, 78.51, 0.46; GCF_016862095.1, s__Actinoplanes cyaneus, 95.0, 78.5, 0.53; GCF_004001265.1, s__Actinoplanes sp004001265, 95.0, 78.5, 0.5; GCF_014647795.1, s__Actinoplanes campanulatus, 95.0428, 78.46, 0.52; GCF_000962825.1, s__Actinoplanes rectilineatus, 95.0, 78.43, 0.48; GCF_016862075.1, s__Actinoplanes couchii, 95.0, 78.43, 0.49; GCF_003148685.1, s__Actinoplanes xinjiangensis, 95.0, 78.39, 0.5; GCF_016862215.1, s__Actinoplanes humidus, 95.0, 78.37, 0.48; GCF_900104725.1, s__Actinoplanes derwentensis, 95.0, 78.31, 0.45; GCF_003001815.1, s__Actinoplanes italicus, 95.0, 78.27, 0.48	44.34	11	0.9534173834803584	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
LB081.bin.27	d__Bacteria;p__Methylomirabilota;c__Methylomirabilia;o__Rokubacteriales;f__CSP1-6;g__AR31;s__	N/A	N/A	N/A	N/A	N/A	GCA_003221615.1	95.0	d__Bacteria;p__Methylomirabilota;c__Methylomirabilia;o__Rokubacteriales;f__CSP1-6;g__AR31;s__AR31 sp003221615	85.38	0.67	d__Bacteria;p__Methylomirabilota;c__Methylomirabilia;o__Rokubacteriales;f__CSP1-6;g__AR31;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_003220495.1, s__AR31 sp003220495, 95.0, 84.45, 0.75; GCA_003220685.1, s__AR31 sp003220685, 95.0, 84.42, 0.71; GCA_003221595.1, s__AR31 sp003221595, 95.0, 81.99, 0.74; GCA_003220535.1, s__AR31 sp003220535, 95.0, 81.76, 0.62; GCA_003221515.1, s__AR31 sp003221515, 95.0, 81.68, 0.69; GCA_003221635.1, s__AR31 sp003221635, 95.0, 81.67, 0.65; GCA_003220435.1, s__AR31 sp003220435, 95.0, 81.21, 0.63; GCA_003221655.1, s__AR31 sp003221655, 95.0, 81.05, 0.67	86.24	11	0.9816818678982229	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
LB081.bin.28	Unclassified	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	No bacterial or archaeal marker
LB081.bin.29	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae;g__AWTP1-13;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae;g__AWTP1-13;s__	ANI	classification based on placement in class-level tree	GCA_011046675.1, s__AWTP1-13 sp011046675, 95.0, 79.42, 0.49; GCA_008933705.1, s__AWTP1-13 sp008933705, 95.0, 78.51, 0.35; GCA_902826255.1, s__AWTP1-13 sp902826255, 95.0, 78.12, 0.31; GCA_003963125.1, s__AWTP1-13 sp003963125, 95.0, 77.96, 0.31; GCA_017353825.1, s__AWTP1-13 sp017353825, 95.0, 77.63, 0.25	46.33	11	0.9366780255021416	Genome has more than 19.2% of markers with multiple hits
LB081.bin.3	d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Gaiellales;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Gaiellales;f__;g__;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	65.31	11	0.6248211534295973	N/A
LB081.bin.30	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (2.4%)
LB081.bin.31	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__SG8-39;g__SCGC-AG-212-J23;s__	N/A	N/A	N/A	N/A	N/A	GCA_019245555.1	95.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__SG8-39;g__SCGC-AG-212-J23;s__SCGC-AG-212-J23 sp019245555	80.56	0.43	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__SG8-39;g__SCGC-AG-212-J23;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_005888925.1, s__SCGC-AG-212-J23 sp005888925, 95.0, 82.78, 0.55; GCA_005883675.1, s__SCGC-AG-212-J23 sp005883675, 95.0, 81.19, 0.58; GCA_001772055.1, s__SCGC-AG-212-J23 sp001772055, 95.0, 80.5, 0.39; GCA_001644455.1, s__SCGC-AG-212-J23 sp001644455, 95.0, 79.83, 0.37; GCA_005881595.1, s__SCGC-AG-212-J23 sp005881595, 95.0, 79.61, 0.46; GCA_004297625.1, s__SCGC-AG-212-J23 sp004297625, 95.0, 79.35, 0.46; GCA_019237595.1, s__SCGC-AG-212-J23 sp019237595, 95.0, 78.45, 0.33	40.03	11	0.9688287745542015	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
LB081.bin.32	Unclassified	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	No bacterial or archaeal marker
LB081.bin.33	d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__UBA2999;g__Gp6-AA45;s__	N/A	N/A	N/A	N/A	N/A	GCA_003223775.1	95.0	d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__UBA2999;g__Gp6-AA45;s__Gp6-AA45 sp003223775	79.86	0.52	d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__UBA2999;g__Gp6-AA45;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_016195265.1, s__Gp6-AA45 sp016195265, 95.0, 78.55, 0.4; GCA_001917905.1, s__Gp6-AA45 sp001917905, 95.0, 78.44, 0.39; GCA_003222395.1, s__Gp6-AA45 sp003222395, 95.0, 78.31, 0.44; GCA_003222535.1, s__Gp6-AA45 sp003222535, 95.0, 78.27, 0.4; GCA_016195295.1, s__Gp6-AA45 sp016195295, 95.0, 78.02, 0.3	12.17	11	0.9415452546019984	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
LB081.bin.34	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__GWC2-71-9;g__JACDDX01;s__	N/A	N/A	N/A	N/A	N/A	GCA_013812695.1	95.0	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__GWC2-71-9;g__JACDDX01;s__JACDDX01 sp013812695	77.85	0.22	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__GWC2-71-9;g__JACDDX01;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_013820855.1, s__JACDDX01 sp013820855, 95.0, 78.16, 0.21; GCA_013813675.1, s__JACDDX01 sp013813675, 95.0, 77.97, 0.22; GCA_013813875.1, s__JACDDX01 sp013813875, 95.0, 77.68, 0.21; GCA_013813145.1, s__JACDDX01 sp013813145, 95.0, 77.63, 0.2; GCA_013816685.1, s__JACDDX01 sp013816685, 95.0, 77.41, 0.2; GCA_013813435.1, s__JACDDX01 sp013813435, 95.0, 76.88, 0.13	41.28	11	0.9022240147450579	Genome has more than 10.0% of markers with multiple hits
LB081.bin.35	d__Bacteria;p__Eisenbacteria;c__RBG-16-71-46;o__SZUA-252;f__SZUA-252;g__WS-9;s__	N/A	N/A	N/A	N/A	N/A	GCA_005893305.1	95.0	d__Bacteria;p__Eisenbacteria;c__RBG-16-71-46;o__SZUA-252;f__SZUA-252;g__WS-9;s__WS-9 sp005893305	83.15	0.77	d__Bacteria;p__Eisenbacteria;c__RBG-16-71-46;o__SZUA-252;f__SZUA-252;g__WS-9;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_016880395.1, s__WS-9 sp016880395, 95.0, 78.76, 0.44	92.61	11	0.9413492991182397	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
LB081.bin.38	Unclassified	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	No bacterial or archaeal marker
LB081.bin.39	d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Fen-336;f__Fen-336;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Fen-336;f__Fen-336;g__;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	69.0	11	0.9083117196529968	N/A
LB081.bin.4	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Methyloligellaceae;g__Methyloceanibacter;s__	N/A	N/A	N/A	N/A	N/A	GCA_014380485.1	95.0	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Methyloligellaceae;g__Methyloceanibacter;s__Methyloceanibacter sp014380485	81.53	0.51	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Methyloligellaceae;g__Methyloceanibacter;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_002383105.1, s__Methyloceanibacter sp002383105, 95.0, 80.57, 0.58; GCA_016649675.1, s__Methyloceanibacter sp016649675, 95.0, 80.22, 0.59; GCA_016869535.1, s__Methyloceanibacter sp016869535, 95.0, 79.31, 0.5; GCF_001723305.1, s__Methyloceanibacter superfactus, 95.0, 79.07, 0.59; GCA_003135455.1, s__Methyloceanibacter sp003135455, 95.0, 78.84, 0.48; GCF_001723295.1, s__Methyloceanibacter marginalis, 95.0, 78.51, 0.43; GCA_002390155.1, s__Methyloceanibacter sp002390155, 95.0, 77.85, 0.23; GCA_018067145.1, s__Methyloceanibacter sp018067145, 95.0, 77.62, 0.32; GCF_001723285.1, s__Methyloceanibacter methanicus, 95.0, 77.59, 0.33; GCF_000828475.1, s__Methyloceanibacter caenitepidi, 95.0, 77.58, 0.27; GCA_002482645.1, s__Methyloceanibacter sp002482645, 95.0, 77.49, 0.31; GCF_001723355.1, s__Methyloceanibacter stevinii, 95.0, 77.33, 0.27; GCF_003071365.1, s__Methyloceanibacter sp003071365, 95.0, 76.93, 0.3	35.05	11	0.9635211392251956	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
LB081.bin.40	d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__2-12-FULL-66-21;g__;s__	N/A	N/A	N/A	N/A	N/A	GCA_016184105.1	95.0	d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__2-12-FULL-66-21;g__JACPDI01;s__JACPDI01 sp016184105	77.57	0.33	d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__2-12-FULL-66-21;g__;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	83.12	11	0.8058865924373086	N/A
LB081.bin.41	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (7.4%)
LB081.bin.42	Unclassified	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	No bacterial or archaeal marker
LB081.bin.43	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (2.5%)
LB081.bin.44	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Methyloligellaceae;g__Methyloceanibacter;s__	N/A	N/A	N/A	N/A	N/A	GCA_014380485.1	95.0	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Methyloligellaceae;g__Methyloceanibacter;s__Methyloceanibacter sp014380485	82.26	0.67	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Methyloligellaceae;g__Methyloceanibacter;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_016649675.1, s__Methyloceanibacter sp016649675, 95.0, 79.87, 0.58; GCA_002383105.1, s__Methyloceanibacter sp002383105, 95.0, 79.76, 0.51; GCA_016869535.1, s__Methyloceanibacter sp016869535, 95.0, 78.9, 0.56; GCF_001723305.1, s__Methyloceanibacter superfactus, 95.0, 78.5, 0.6; GCA_002482645.1, s__Methyloceanibacter sp002482645, 95.0, 78.35, 0.26; GCA_002390155.1, s__Methyloceanibacter sp002390155, 95.0, 77.83, 0.14; GCA_018067145.1, s__Methyloceanibacter sp018067145, 95.0, 77.81, 0.35; GCF_000828475.1, s__Methyloceanibacter caenitepidi, 95.0, 77.64, 0.23; GCF_001723295.1, s__Methyloceanibacter marginalis, 95.0, 77.44, 0.47; GCA_003135455.1, s__Methyloceanibacter sp003135455, 95.0, 77.37, 0.53; GCF_003071365.1, s__Methyloceanibacter sp003071365, 95.0, 77.31, 0.42; GCF_001723355.1, s__Methyloceanibacter stevinii, 95.0, 77.05, 0.33; GCF_001723285.1, s__Methyloceanibacter methanicus, 95.0, 76.78, 0.37	13.4	11	0.9758071094178546	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
LB081.bin.45	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__GWC2-71-9;g__JACDDX01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__GWC2-71-9;g__JACDDX01;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_013820855.1, s__JACDDX01 sp013820855, 95.0, 81.04, 0.62; GCA_013813675.1, s__JACDDX01 sp013813675, 95.0, 80.77, 0.59; GCA_013813145.1, s__JACDDX01 sp013813145, 95.0, 79.14, 0.51; GCA_013813875.1, s__JACDDX01 sp013813875, 95.0, 78.68, 0.43; GCA_013812695.1, s__JACDDX01 sp013812695, 95.0, 78.37, 0.43; GCA_013816685.1, s__JACDDX01 sp013816685, 95.0, 77.8, 0.39; GCA_013813435.1, s__JACDDX01 sp013813435, 95.0, 77.53, 0.23	63.66	11	0.9529550809662174	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
LB081.bin.46	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Gp1-AA117;g__Gp1-AA17;s__	N/A	N/A	N/A	N/A	N/A	GCA_003223515.1	95.0	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Gp1-AA117;g__Gp1-AA17;s__Gp1-AA17 sp003223515	76.82	0.13	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Gp1-AA117;g__Gp1-AA17;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_003140235.1, s__Gp1-AA17 sp003140235, 95.0, 76.59, 0.09	93.01	11	0.8883401791146425	N/A
LB081.bin.47	d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Solirubrobacterales;f__70-9;g__AC-56;s__	N/A	N/A	N/A	N/A	N/A	GCA_005884985.1	95.0	d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Solirubrobacterales;f__70-9;g__AC-56;s__AC-56 sp005884985	80.69	0.57	d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Solirubrobacterales;f__70-9;g__AC-56;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	83.24	11	0.9100743812970074	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
LB081.bin.48	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (2.6%)
LB081.bin.49	d__Bacteria;p__Actinobacteriota;c__UBA4738;o__UBA4738;f__HRBIN12;g__AC-51;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Actinobacteriota;c__UBA4738;o__UBA4738;f__HRBIN12;g__AC-51;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	37.25	11	0.8888117537777955	N/A
LB081.bin.5	d__Bacteria;p__Chloroflexota;c__Limnocylindria;o__Limnocylindrales;f__CSP1-4;g__C-114;s__	N/A	N/A	N/A	N/A	N/A	GCA_015478725.1	95.0	d__Bacteria;p__Chloroflexota;c__Limnocylindria;o__Limnocylindrales;f__CSP1-4;g__C-114;s__C-114 sp015478725	78.38	0.42	d__Bacteria;p__Chloroflexota;c__Limnocylindria;o__Limnocylindrales;f__CSP1-4;g__C-114;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_005881055.1, s__C-114 sp005881055, 95.0, 79.18, 0.6	18.69	11	0.894217599769143	Genome has more than 70.0% of markers with multiple hits;Genome not assigned to closest species as it falls outside its pre-defined ANI radius
LB081.bin.50	d__Bacteria;p__Nitrospirota;c__Nitrospiria;o__Nitrospirales;f__Nitrospiraceae;g__Nitrospira_C;s__	N/A	N/A	N/A	N/A	N/A	GCA_002420105.1	95.0	d__Bacteria;p__Nitrospirota;c__Nitrospiria;o__Nitrospirales;f__Nitrospiraceae;g__Nitrospira_C;s__Nitrospira_C sp002420105	77.36	0.23	d__Bacteria;p__Nitrospirota;c__Nitrospiria;o__Nitrospirales;f__Nitrospiraceae;g__Nitrospira_C;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_014055525.1, s__Nitrospira_C sp014055525, 95.0, 77.31, 0.16; GCF_900169565.1, s__Nitrospira_C japonica, 95.0, 76.9, 0.15; GCF_011405515.1, s__Nitrospira_C sp011405515, 95.0, 76.7, 0.1	59.11	11	0.936428767632	Genome has more than 29.2% of markers with multiple hits
LB081.bin.51	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__AG2;s__	N/A	N/A	N/A	N/A	N/A	GCA_003222065.1	95.0	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__AG2;s__AG2 sp003222065	77.25	0.15	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__AG2;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	35.96	11	0.8641970482746095	Genome has more than 11.7% of markers with multiple hits
LB081.bin.52	d__Bacteria;p__Chloroflexota;c__Limnocylindria;o__QHBO01;f__QHBO01;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Chloroflexota;c__Limnocylindria;o__QHBO01;f__QHBO01;g__;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	45.04	11	0.8141606079760609	Genome has more than 15.0% of markers with multiple hits
